case_id,time_s,avg_displacement_mm,avg_vm_kpa
stage5_no_skin_100g,0,0,0
stage5_no_skin_100g,0.025,0.020405,0.001817
stage5_no_skin_100g,0.05,0.117593,0.012465
stage5_no_skin_100g,0.075,0.261135,0.028537
stage5_no_skin_100g,0.1,0.364787,0.040183
stage5_no_skin_100g,0.125,0.395423,0.042943
stage5_no_skin_100g,0.15,0.412453,0.044292
stage5_no_skin_100g,0.175,0.49391,0.053293
stage5_no_skin_100g,0.2,0.636579,0.069274
stage5_no_skin_100g,0.225,0.752727,0.082063
stage5_no_skin_100g,0.25,0.78968,0.085885
stage5_no_skin_100g,0.275,0.802366,0.086735
stage5_no_skin_100g,0.3,0.875421,0.094519
stage5_no_skin_100g,0.325,1.011605,0.109869
stage5_no_skin_100g,0.35,1.135135,0.123698
stage5_no_skin_100g,0.375,1.185711,0.128826
stage5_no_skin_100g,0.4,1.195924,0.129428
stage5_no_skin_100g,0.425,1.25452,0.135777
stage5_no_skin_100g,0.45,1.387009,0.150455
stage5_no_skin_100g,0.475,1.518874,0.165188
stage5_no_skin_100g,0.5,1.577904,0.171566
stage5_no_skin_100g,0.525,1.589824,0.172304
stage5_no_skin_100g,0.55,1.638786,0.177266
stage5_no_skin_100g,0.575,1.760263,0.190972
stage5_no_skin_100g,0.6,1.897236,0.206237
stage5_no_skin_100g,0.625,1.973712,0.214515
stage5_no_skin_100g,0.65,1.986679,0.215381
stage5_no_skin_100g,0.675,2.022137,0.219078
stage5_no_skin_100g,0.7,2.134632,0.231291
stage5_no_skin_100g,0.725,2.27629,0.247361
stage5_no_skin_100g,0.75,2.363451,0.256866
stage5_no_skin_100g,0.775,2.384464,0.258768
stage5_no_skin_100g,0.8,2.411592,0.261075
stage5_no_skin_100g,0.825,2.506596,0.271814
stage5_no_skin_100g,0.85,2.650942,0.287832
stage5_no_skin_100g,0.875,2.754143,0.299309
stage5_no_skin_100g,0.9,2.782246,0.301904
stage5_no_skin_100g,0.925,2.798586,0.303361
stage5_no_skin_100g,0.95,2.884877,0.312531
stage5_no_skin_100g,0.975,3.025365,0.328454
stage5_no_skin_100g,1,3.138723,0.341082
stage5_no_skin_100g,1.025,3.159818,0.343402
stage5_no_skin_100g,1.05,3.076722,0.333781
stage5_no_skin_100g,1.075,3.002405,0.325186
stage5_no_skin_100g,1.1,3.033161,0.328694
stage5_no_skin_100g,1.125,3.127633,0.339599
stage5_no_skin_100g,1.15,3.161202,0.343859
stage5_no_skin_100g,1.175,3.094706,0.335756
stage5_no_skin_100g,1.2,3.012115,0.326272
stage5_no_skin_100g,1.2,3.012115,0.326272
stage5_no_skin_100g,1.205,3.003601,0.325223
stage5_no_skin_100g,1.21,3.001378,0.324908
stage5_no_skin_100g,1.215,3.001235,0.324836
stage5_no_skin_100g,1.22,3.008937,0.325766
stage5_no_skin_100g,1.225,3.018,0.32687
stage5_no_skin_100g,1.23,3.033224,0.328764
stage5_no_skin_100g,1.235,3.049706,0.330796
stage5_no_skin_100g,1.24,3.069179,0.333154
stage5_no_skin_100g,1.245,3.088947,0.335484
stage5_no_skin_100g,1.25,3.109037,0.337784
stage5_no_skin_100g,1.255,3.132744,0.340214
stage5_no_skin_100g,1.26,3.163246,0.343074
stage5_no_skin_100g,1.265,3.207653,0.346962
stage5_no_skin_100g,1.27,3.280487,0.353494
stage5_no_skin_100g,1.275,3.380766,0.363061
stage5_no_skin_100g,1.28,3.509567,0.376046
stage5_no_skin_100g,1.285,3.667572,0.392713
stage5_no_skin_100g,1.29,3.854559,0.413168
stage5_no_skin_100g,1.295,4.075931,0.438127
stage5_no_skin_100g,1.3,4.318399,0.465699
stage5_no_skin_100g,1.305,4.576455,0.495047
stage5_no_skin_100g,1.31,4.844566,0.525393
stage5_no_skin_100g,1.315,5.116691,0.555954
stage5_no_skin_100g,1.32,5.381103,0.585412
stage5_no_skin_100g,1.325,5.629534,0.613123
stage5_no_skin_100g,1.33,5.857209,0.638676
stage5_no_skin_100g,1.335,6.056121,0.661263
stage5_no_skin_100g,1.34,6.21891,0.680035
stage5_no_skin_100g,1.345,6.342941,0.694506
stage5_no_skin_100g,1.35,6.426714,0.704247
stage5_no_skin_100g,1.355,6.470696,0.709058
stage5_no_skin_100g,1.36,6.47759,0.709108
stage5_no_skin_100g,1.365,6.449556,0.70464
stage5_no_skin_100g,1.37,6.39283,0.696581
stage5_no_skin_100g,1.375,6.313302,0.685904
stage5_no_skin_100g,1.38,6.217629,0.673687
stage5_no_skin_100g,1.385,6.112996,0.660992
stage5_no_skin_100g,1.39,6.006856,0.648759
stage5_no_skin_100g,1.395,5.90689,0.637763
stage5_no_skin_100g,1.4,5.821296,0.628656
stage5_no_skin_100g,1.405,5.755499,0.621715
stage5_no_skin_100g,1.41,5.713753,0.617235
stage5_no_skin_100g,1.415,5.698248,0.615467
stage5_no_skin_100g,1.42,5.708858,0.616559
stage5_no_skin_100g,1.425,5.743168,0.62047
stage5_no_skin_100g,1.43,5.796754,0.626898
stage5_no_skin_100g,1.435,5.863611,0.635243
stage5_no_skin_100g,1.44,5.936571,0.644615
stage5_no_skin_100g,1.445,6.007701,0.6539
stage5_no_skin_100g,1.45,6.067425,0.661716
stage5_no_skin_100g,1.455,6.107544,0.66693
stage5_no_skin_100g,1.46,6.120674,0.668673
stage5_no_skin_100g,1.465,6.100372,0.666344
stage5_no_skin_100g,1.47,6.041697,0.659615
stage5_no_skin_100g,1.475,5.94161,0.648397
stage5_no_skin_100g,1.48,5.799271,0.632791
stage5_no_skin_100g,1.485,5.61623,0.613019
stage5_no_skin_100g,1.49,5.39644,0.589388
stage5_no_skin_100g,1.495,5.146006,0.562296
stage5_no_skin_100g,1.5,4.872057,0.532203
stage5_no_skin_100g,1.505,4.58419,0.499969
stage5_no_skin_100g,1.51,4.292074,0.466716
stage5_no_skin_100g,1.515,4.004173,0.433605
stage5_no_skin_100g,1.52,3.728303,0.401836
stage5_no_skin_100g,1.525,3.471298,0.372496
stage5_no_skin_100g,1.53,3.238705,0.346421
stage5_no_skin_100g,1.535,3.034573,0.324121
stage5_no_skin_100g,1.54,2.861304,0.305742
stage5_no_skin_100g,1.545,2.719541,0.291099
stage5_no_skin_100g,1.55,2.608438,0.279814
stage5_no_skin_100g,1.555,2.526327,0.271519
stage5_no_skin_100g,1.56,2.466567,0.265521
stage5_no_skin_100g,1.565,2.423488,0.261366
stage5_no_skin_100g,1.57,2.390553,0.258546
stage5_no_skin_100g,1.575,2.360692,0.256422
stage5_no_skin_100g,1.58,2.326755,0.25419
stage5_no_skin_100g,1.585,2.281992,0.250928
stage5_no_skin_100g,1.59,2.220449,0.245684
stage5_no_skin_100g,1.595,2.137218,0.237596
stage5_no_skin_100g,1.6,2.028612,0.226018
stage5_no_skin_100g,1.605,1.890519,0.210374
stage5_no_skin_100g,1.61,1.723669,0.190945
stage5_no_skin_100g,1.615,1.529951,0.168292
stage5_no_skin_100g,1.62,1.312668,0.143175
stage5_no_skin_100g,1.625,1.077063,0.116484
stage5_no_skin_100g,1.63,0.830167,0.089127
stage5_no_skin_100g,1.635,0.5802,0.061965
stage5_no_skin_100g,1.64,0.336217,0.03592
stage5_no_skin_100g,1.645,0.113268,0.014164
stage5_no_skin_100g,1.65,0.123201,0.017608
stage5_no_skin_100g,1.655,0.281992,0.034851
stage5_no_skin_100g,1.66,0.413875,0.049827
stage5_no_skin_100g,1.665,0.50739,0.060595
stage5_no_skin_100g,1.67,0.557231,0.066227
stage5_no_skin_100g,1.675,0.562425,0.066469
stage5_no_skin_100g,1.68,0.528422,0.062012
stage5_no_skin_100g,1.685,0.457716,0.053302
stage5_no_skin_100g,1.69,0.355775,0.041228
stage5_no_skin_100g,1.695,0.232451,0.027158
stage5_no_skin_100g,1.7,0.098608,0.012731
stage5_no_skin_100g,1.705,0.060339,0.008668
stage5_no_skin_100g,1.71,0.196986,0.022099
stage5_no_skin_100g,1.715,0.325942,0.03639
stage5_no_skin_100g,1.72,0.437548,0.049358
stage5_no_skin_100g,1.725,0.526703,0.0602
stage5_no_skin_100g,1.73,0.589817,0.06827
stage5_no_skin_100g,1.735,0.626474,0.073181
stage5_no_skin_100g,1.74,0.637888,0.074686
stage5_no_skin_100g,1.745,0.629803,0.073307
stage5_no_skin_100g,1.75,0.606691,0.069561
stage5_no_skin_100g,1.755,0.573682,0.064153
stage5_no_skin_100g,1.76,0.537349,0.058116
stage5_no_skin_100g,1.765,0.505595,0.052815
stage5_no_skin_100g,1.77,0.485142,0.049622
stage5_no_skin_100g,1.775,0.484681,0.05018
stage5_no_skin_100g,1.78,0.508981,0.053989
stage5_no_skin_100g,1.785,0.562059,0.060275
stage5_no_skin_100g,1.79,0.65105,0.069349
stage5_no_skin_100g,1.795,0.773238,0.081407
stage5_no_skin_100g,1.8,0.935991,0.097809
stage5_no_skin_100g,1.805,1.133422,0.118605
stage5_no_skin_100g,1.81,1.364466,0.143879
stage5_no_skin_100g,1.815,1.625002,0.173111
stage5_no_skin_100g,1.82,1.905993,0.2051
stage5_no_skin_100g,1.825,2.203069,0.239174
stage5_no_skin_100g,1.83,2.505678,0.273809
stage5_no_skin_100g,1.835,2.805888,0.30777
stage5_no_skin_100g,1.84,3.095373,0.339936
stage5_no_skin_100g,1.845,3.366811,0.369517
stage5_no_skin_100g,1.85,3.609817,0.395513
stage5_no_skin_100g,1.855,3.821176,0.418014
stage5_no_skin_100g,1.86,3.981375,0.435521
stage5_no_skin_100g,1.865,4.085605,0.447733
stage5_no_skin_100g,1.87,4.125847,0.453604
stage5_no_skin_100g,1.875,4.097666,0.452124
stage5_no_skin_100g,1.88,4.012006,0.443904
stage5_no_skin_100g,1.885,3.863979,0.42773
stage5_no_skin_100g,1.89,3.673845,0.405835
stage5_no_skin_100g,1.895,3.448707,0.379081
stage5_no_skin_100g,1.9,3.203009,0.349587
stage5_no_skin_100g,1.9,3.203009,0.349587
stage5_no_skin_100g,1.925,2.171354,0.230011
stage5_no_skin_100g,1.95,2.369337,0.249158
stage5_no_skin_100g,1.975,3.48042,0.383999
stage5_no_skin_100g,2,4.093144,0.451998
stage5_no_skin_100g,2.025,3.366686,0.36825
stage5_no_skin_100g,2.05,2.235192,0.233885
stage5_no_skin_100g,2.075,2.238274,0.23952
stage5_no_skin_100g,2.1,3.402486,0.368405
stage5_no_skin_100g,2.125,4.100144,0.455418
stage5_no_skin_100g,2.15,3.443189,0.376693
stage5_no_skin_100g,2.175,2.33611,0.248677
stage5_no_skin_100g,2.2,2.208871,0.231499
stage5_no_skin_125g,0,0,0
stage5_no_skin_125g,0.025,0.020405,0.001817
stage5_no_skin_125g,0.05,0.117597,0.012465
stage5_no_skin_125g,0.075,0.261153,0.028537
stage5_no_skin_125g,0.1,0.364827,0.040185
stage5_no_skin_125g,0.125,0.395477,0.042946
stage5_no_skin_125g,0.15,0.4125,0.044294
stage5_no_skin_125g,0.175,0.49394,0.053293
stage5_no_skin_125g,0.2,0.636616,0.069273
stage5_no_skin_125g,0.225,0.752802,0.082065
stage5_no_skin_125g,0.25,0.789786,0.085891
stage5_no_skin_125g,0.275,0.802463,0.086739
stage5_no_skin_125g,0.3,0.875483,0.094519
stage5_no_skin_125g,0.325,1.011659,0.109866
stage5_no_skin_125g,0.35,1.135237,0.1237
stage5_no_skin_125g,0.375,1.185867,0.128834
stage5_no_skin_125g,0.4,1.196076,0.129435
stage5_no_skin_125g,0.425,1.254618,0.135777
stage5_no_skin_125g,0.45,1.387081,0.150452
stage5_no_skin_125g,0.475,1.518999,0.165189
stage5_no_skin_125g,0.5,1.578105,0.171575
stage5_no_skin_125g,0.525,1.590034,0.172314
stage5_no_skin_125g,0.55,1.638927,0.177268
stage5_no_skin_125g,0.575,1.760356,0.190968
stage5_no_skin_125g,0.6,1.897378,0.206237
stage5_no_skin_125g,0.625,1.973969,0.214528
stage5_no_skin_125g,0.65,1.986957,0.215396
stage5_no_skin_125g,0.675,2.022339,0.219084
stage5_no_skin_125g,0.7,2.134736,0.231284
stage5_no_skin_125g,0.725,2.276471,0.247362
stage5_no_skin_125g,0.75,2.363687,0.256873
stage5_no_skin_125g,0.775,2.384806,0.258787
stage5_no_skin_125g,0.8,2.411827,0.26108
stage5_no_skin_125g,0.825,2.506691,0.271804
stage5_no_skin_125g,0.85,2.651056,0.287822
stage5_no_skin_125g,0.875,2.754422,0.299317
stage5_no_skin_125g,0.9,2.782655,0.301927
stage5_no_skin_125g,0.925,2.798813,0.303364
stage5_no_skin_125g,0.95,2.885113,0.312534
stage5_no_skin_125g,0.975,3.025503,0.328443
stage5_no_skin_125g,1,3.139072,0.341096
stage5_no_skin_125g,1.025,3.160375,0.34344
stage5_no_skin_125g,1.05,3.077089,0.333796
stage5_no_skin_125g,1.075,3.002687,0.325192
stage5_no_skin_125g,1.1,3.033272,0.328681
stage5_no_skin_125g,1.125,3.128047,0.339619
stage5_no_skin_125g,1.15,3.161435,0.343856
stage5_no_skin_125g,1.175,3.095118,0.335778
stage5_no_skin_125g,1.2,3.012298,0.326268
stage5_no_skin_125g,1.2,3.012298,0.326268
stage5_no_skin_125g,1.205,3.004047,0.325248
stage5_no_skin_125g,1.21,3.001543,0.324902
stage5_no_skin_125g,1.215,3.001701,0.324867
stage5_no_skin_125g,1.22,3.00911,0.32576
stage5_no_skin_125g,1.225,3.017968,0.326838
stage5_no_skin_125g,1.23,3.03341,0.328758
stage5_no_skin_125g,1.235,3.049782,0.330779
stage5_no_skin_125g,1.24,3.069362,0.333145
stage5_no_skin_125g,1.245,3.089132,0.33548
stage5_no_skin_125g,1.25,3.109183,0.33777
stage5_no_skin_125g,1.255,3.133194,0.34023
stage5_no_skin_125g,1.26,3.166984,0.343318
stage5_no_skin_125g,1.265,3.221538,0.348034
stage5_no_skin_125g,1.27,3.305107,0.355413
stage5_no_skin_125g,1.275,3.427094,0.366901
stage5_no_skin_125g,1.28,3.591017,0.383419
stage5_no_skin_125g,1.285,3.79496,0.405048
stage5_no_skin_125g,1.29,4.037314,0.43171
stage5_no_skin_125g,1.295,4.314452,0.462905
stage5_no_skin_125g,1.3,4.620874,0.497765
stage5_no_skin_125g,1.305,4.949423,0.535168
stage5_no_skin_125g,1.31,5.291528,0.573875
stage5_no_skin_125g,1.315,5.637424,0.612662
stage5_no_skin_125g,1.32,5.973538,0.6501
stage5_no_skin_125g,1.325,6.289011,0.685289
stage5_no_skin_125g,1.33,6.576132,0.71756
stage5_no_skin_125g,1.335,6.825906,0.745999
stage5_no_skin_125g,1.34,7.030017,0.769618
stage5_no_skin_125g,1.345,7.184548,0.787725
stage5_no_skin_125g,1.35,7.286255,0.799578
stage5_no_skin_125g,1.355,7.334998,0.804798
stage5_no_skin_125g,1.36,7.336728,0.803942
stage5_no_skin_125g,1.365,7.29531,0.797509
stage5_no_skin_125g,1.37,7.218635,0.78669
stage5_no_skin_125g,1.375,7.113921,0.772686
stage5_no_skin_125g,1.38,6.988678,0.756786
stage5_no_skin_125g,1.385,6.852708,0.740465
stage5_no_skin_125g,1.39,6.71684,0.724955
stage5_no_skin_125g,1.395,6.590071,0.711077
stage5_no_skin_125g,1.4,6.480847,0.699422
stage5_no_skin_125g,1.405,6.399161,0.690725
stage5_no_skin_125g,1.41,6.350281,0.685377
stage5_no_skin_125g,1.415,6.33492,0.683536
stage5_no_skin_125g,1.42,6.352633,0.685379
stage5_no_skin_125g,1.425,6.40038,0.690853
stage5_no_skin_125g,1.43,6.475018,0.699903
stage5_no_skin_125g,1.435,6.565627,0.711298
stage5_no_skin_125g,1.44,6.662715,0.723777
stage5_no_skin_125g,1.445,6.756578,0.735937
stage5_no_skin_125g,1.45,6.8369,0.746285
stage5_no_skin_125g,1.455,6.889405,0.752922
stage5_no_skin_125g,1.46,6.907234,0.755138
stage5_no_skin_125g,1.465,6.882662,0.752235
stage5_no_skin_125g,1.47,6.80971,0.743839
stage5_no_skin_125g,1.475,6.682046,0.729598
stage5_no_skin_125g,1.48,6.495857,0.709358
stage5_no_skin_125g,1.485,6.259119,0.683934
stage5_no_skin_125g,1.49,5.977279,0.653675
stage5_no_skin_125g,1.495,5.658099,0.619067
stage5_no_skin_125g,1.5,5.309511,0.580582
stage5_no_skin_125g,1.505,4.944203,0.53946
stage5_no_skin_125g,1.51,4.574493,0.497217
stage5_no_skin_125g,1.515,4.21066,0.4553
stage5_no_skin_125g,1.52,3.862181,0.415175
stage5_no_skin_125g,1.525,3.540987,0.378645
stage5_no_skin_125g,1.53,3.252522,0.346535
stage5_no_skin_125g,1.535,3.000687,0.319254
stage5_no_skin_125g,1.54,2.788068,0.29687
stage5_no_skin_125g,1.545,2.6153,0.279086
stage5_no_skin_125g,1.55,2.485377,0.26583
stage5_no_skin_125g,1.555,2.388625,0.255916
stage5_no_skin_125g,1.56,2.31945,0.24886
stage5_no_skin_125g,1.565,2.270953,0.244207
stage5_no_skin_125g,1.57,2.235326,0.24142
stage5_no_skin_125g,1.575,2.202781,0.239577
stage5_no_skin_125g,1.58,2.163659,0.237434
stage5_no_skin_125g,1.585,2.109908,0.233787
stage5_no_skin_125g,1.59,2.034355,0.227433
stage5_no_skin_125g,1.595,1.928516,0.216951
stage5_no_skin_125g,1.6,1.787499,0.201525
stage5_no_skin_125g,1.605,1.611007,0.181229
stage5_no_skin_125g,1.61,1.39854,0.156319
stage5_no_skin_125g,1.615,1.151748,0.127459
stage5_no_skin_125g,1.62,0.871925,0.095356
stage5_no_skin_125g,1.625,0.569434,0.061628
stage5_no_skin_125g,1.63,0.255051,0.028607
stage5_no_skin_125g,1.635,0.096347,0.014935
stage5_no_skin_125g,1.64,0.382781,0.044665
stage5_no_skin_125g,1.645,0.670853,0.076139
stage5_no_skin_125g,1.65,0.927931,0.104856
stage5_no_skin_125g,1.655,1.14369,0.129415
stage5_no_skin_125g,1.66,1.310483,0.148629
stage5_no_skin_125g,1.665,1.417423,0.160872
stage5_no_skin_125g,1.67,1.474306,0.167098
stage5_no_skin_125g,1.675,1.476695,0.166749
stage5_no_skin_125g,1.68,1.429025,0.160452
stage5_no_skin_125g,1.685,1.334464,0.148804
stage5_no_skin_125g,1.69,1.2021,0.133119
stage5_no_skin_125g,1.695,1.041536,0.114656
stage5_no_skin_125g,1.7,0.863884,0.094653
stage5_no_skin_125g,1.705,0.68027,0.07419
stage5_no_skin_125g,1.71,0.503776,0.054484
stage5_no_skin_125g,1.715,0.344359,0.036686
stage5_no_skin_125g,1.72,0.214913,0.023556
stage5_no_skin_125g,1.725,0.137986,0.019785
stage5_no_skin_125g,1.73,0.137342,0.022864
stage5_no_skin_125g,1.735,0.153416,0.026236
stage5_no_skin_125g,1.74,0.152615,0.026633
stage5_no_skin_125g,1.745,0.132949,0.023903
stage5_no_skin_125g,1.75,0.101807,0.018967
stage5_no_skin_125g,1.755,0.084532,0.014449
stage5_no_skin_125g,1.76,0.116217,0.01518
stage5_no_skin_125g,1.765,0.161974,0.020925
stage5_no_skin_125g,1.77,0.204978,0.027647
stage5_no_skin_125g,1.775,0.233119,0.032899
stage5_no_skin_125g,1.78,0.236854,0.035344
stage5_no_skin_125g,1.785,0.213937,0.03455
stage5_no_skin_125g,1.79,0.180899,0.032077
stage5_no_skin_125g,1.795,0.218397,0.033334
stage5_no_skin_125g,1.8,0.396009,0.04354
stage5_no_skin_125g,1.805,0.642707,0.064922
stage5_no_skin_125g,1.81,0.936293,0.096313
stage5_no_skin_125g,1.815,1.267283,0.133685
stage5_no_skin_125g,1.82,1.626173,0.174864
stage5_no_skin_125g,1.825,2.002813,0.218201
stage5_no_skin_125g,1.83,2.386481,0.261997
stage5_no_skin_125g,1.835,2.76441,0.304373
stage5_no_skin_125g,1.84,3.12723,0.344347
stage5_no_skin_125g,1.845,3.46451,0.380855
stage5_no_skin_125g,1.85,3.767039,0.413209
stage5_no_skin_125g,1.855,4.023723,0.440716
stage5_no_skin_125g,1.86,4.220027,0.462374
stage5_no_skin_125g,1.865,4.343197,0.477035
stage5_no_skin_125g,1.87,4.389052,0.483957
stage5_no_skin_125g,1.875,4.352936,0.482009
stage5_no_skin_125g,1.88,4.235922,0.470454
stage5_no_skin_125g,1.885,4.047919,0.449744
stage5_no_skin_125g,1.89,3.804871,0.421558
stage5_no_skin_125g,1.895,3.521392,0.387845
stage5_no_skin_125g,1.9,3.21377,0.351018
stage5_no_skin_125g,1.9,3.21377,0.351018
stage5_no_skin_125g,1.925,1.932088,0.20291
stage5_no_skin_125g,1.95,2.204465,0.230115
stage5_no_skin_125g,1.975,3.599789,0.39886
stage5_no_skin_125g,2,4.347473,0.481629
stage5_no_skin_125g,2.025,3.417572,0.374359
stage5_no_skin_125g,2.05,2.009309,0.207235
stage5_no_skin_125g,2.075,2.03612,0.216833
stage5_no_skin_125g,2.1,3.506973,0.379865
stage5_no_skin_125g,2.125,4.359276,0.486129
stage5_no_skin_125g,2.15,3.513456,0.385174
stage5_no_skin_125g,2.175,2.131145,0.225351
stage5_no_skin_125g,2.2,1.999696,0.207877
stage5_volumetric_skin_125g,0,0,0
stage5_volumetric_skin_125g,0.025,0.017844,0.006884
stage5_volumetric_skin_125g,0.05,0.07856,0.031948
stage5_volumetric_skin_125g,0.075,0.118127,0.047895
stage5_volumetric_skin_125g,0.1,0.124553,0.050079
stage5_volumetric_skin_125g,0.125,0.169533,0.068383
stage5_volumetric_skin_125g,0.15,0.22763,0.092274
stage5_volumetric_skin_125g,0.175,0.241772,0.097557
stage5_volumetric_skin_125g,0.2,0.263781,0.10636
stage5_volumetric_skin_125g,0.225,0.326562,0.132016
stage5_volumetric_skin_125g,0.25,0.360243,0.145786
stage5_volumetric_skin_125g,0.275,0.368242,0.148385
stage5_volumetric_skin_125g,0.3,0.417593,0.168709
stage5_volumetric_skin_125g,0.325,0.472782,0.191224
stage5_volumetric_skin_125g,0.35,0.484176,0.195535
stage5_volumetric_skin_125g,0.375,0.510283,0.205834
stage5_volumetric_skin_125g,0.4,0.571656,0.231169
stage5_volumetric_skin_125g,0.425,0.604758,0.244394
stage5_volumetric_skin_125g,0.45,0.613481,0.247612
stage5_volumetric_skin_125g,0.475,0.662753,0.2676
stage5_volumetric_skin_125g,0.5,0.717297,0.290128
stage5_volumetric_skin_125g,0.525,0.729539,0.294517
stage5_volumetric_skin_125g,0.55,0.754308,0.304523
stage5_volumetric_skin_125g,0.575,0.817456,0.330349
stage5_volumetric_skin_125g,0.6,0.849375,0.343323
stage5_volumetric_skin_125g,0.625,0.858666,0.346533
stage5_volumetric_skin_125g,0.65,0.907596,0.366625
stage5_volumetric_skin_125g,0.675,0.962231,0.388941
stage5_volumetric_skin_125g,0.7,0.974108,0.393442
stage5_volumetric_skin_125g,0.725,1.000439,0.403814
stage5_volumetric_skin_125g,0.75,1.062009,0.429283
stage5_volumetric_skin_125g,0.775,1.094187,0.442058
stage5_volumetric_skin_125g,0.8,1.103106,0.445406
stage5_volumetric_skin_125g,0.825,1.15327,0.465756
stage5_volumetric_skin_125g,0.85,1.207469,0.488109
stage5_volumetric_skin_125g,0.875,1.218962,0.492259
stage5_volumetric_skin_125g,0.9,1.24502,0.502701
stage5_volumetric_skin_125g,0.925,1.307449,0.528321
stage5_volumetric_skin_125g,0.95,1.338618,0.540922
stage5_volumetric_skin_125g,0.975,1.348667,0.544459
stage5_volumetric_skin_125g,1,1.398155,0.56483
stage5_volumetric_skin_125g,1.025,1.434366,0.579946
stage5_volumetric_skin_125g,1.05,1.385642,0.559513
stage5_volumetric_skin_125g,1.075,1.371644,0.553582
stage5_volumetric_skin_125g,1.1,1.426868,0.576865
stage5_volumetric_skin_125g,1.125,1.41652,0.572433
stage5_volumetric_skin_125g,1.15,1.364414,0.550626
stage5_volumetric_skin_125g,1.175,1.399029,0.56504
stage5_volumetric_skin_125g,1.2,1.434573,0.580158
stage5_volumetric_skin_125g,1.2,1.434573,0.580158
stage5_volumetric_skin_125g,1.205,1.429696,0.578056
stage5_volumetric_skin_125g,1.21,1.421145,0.574401
stage5_volumetric_skin_125g,1.215,1.410481,0.569852
stage5_volumetric_skin_125g,1.22,1.397566,0.56441
stage5_volumetric_skin_125g,1.225,1.385443,0.559327
stage5_volumetric_skin_125g,1.23,1.374526,0.554788
stage5_volumetric_skin_125g,1.235,1.368004,0.552103
stage5_volumetric_skin_125g,1.24,1.363903,0.55043
stage5_volumetric_skin_125g,1.245,1.366118,0.551368
stage5_volumetric_skin_125g,1.25,1.373885,0.5545
stage5_volumetric_skin_125g,1.255,1.386547,0.559568
stage5_volumetric_skin_125g,1.26,1.415142,0.570649
stage5_volumetric_skin_125g,1.265,1.466248,0.59026
stage5_volumetric_skin_125g,1.27,1.546088,0.621224
stage5_volumetric_skin_125g,1.275,1.655935,0.66477
stage5_volumetric_skin_125g,1.28,1.79088,0.719418
stage5_volumetric_skin_125g,1.285,1.94441,0.782663
stage5_volumetric_skin_125g,1.29,2.107789,0.8507
stage5_volumetric_skin_125g,1.295,2.270997,0.918923
stage5_volumetric_skin_125g,1.3,2.423847,0.982571
stage5_volumetric_skin_125g,1.305,2.557146,1.037455
stage5_volumetric_skin_125g,1.31,2.663772,1.080628
stage5_volumetric_skin_125g,1.315,2.739527,1.110677
stage5_volumetric_skin_125g,1.32,2.783697,1.127617
stage5_volumetric_skin_125g,1.325,2.799219,1.13277
stage5_volumetric_skin_125g,1.33,2.792751,1.128934
stage5_volumetric_skin_125g,1.335,2.771904,1.119368
stage5_volumetric_skin_125g,1.34,2.749554,1.109323
stage5_volumetric_skin_125g,1.345,2.73552,1.102774
stage5_volumetric_skin_125g,1.35,2.738233,1.103311
stage5_volumetric_skin_125g,1.355,2.763723,1.113535
stage5_volumetric_skin_125g,1.36,2.818109,1.135863
stage5_volumetric_skin_125g,1.365,2.896493,1.168109
stage5_volumetric_skin_125g,1.37,2.992914,1.207779
stage5_volumetric_skin_125g,1.375,3.098604,1.251269
stage5_volumetric_skin_125g,1.38,3.203011,1.294357
stage5_volumetric_skin_125g,1.385,3.292993,1.331853
stage5_volumetric_skin_125g,1.39,3.359313,1.359964
stage5_volumetric_skin_125g,1.395,3.396342,1.376182
stage5_volumetric_skin_125g,1.4,3.401142,1.378928
stage5_volumetric_skin_125g,1.405,3.373839,1.367851
stage5_volumetric_skin_125g,1.41,3.315226,1.343021
stage5_volumetric_skin_125g,1.415,3.233111,1.307869
stage5_volumetric_skin_125g,1.42,3.137082,1.26682
stage5_volumetric_skin_125g,1.425,3.03666,1.224326
stage5_volumetric_skin_125g,1.43,2.941705,1.184832
