case_id,time_s,avg_displacement_mm,avg_vm_kpa
stage6_tumor_large_central_hard100kPa,1.53,2.88476150575,0.872986473356
stage6_tumor_large_central_hard100kPa,1.535,2.84117517942,0.860989397838
stage6_tumor_large_central_hard100kPa,1.54,2.8096447482,0.853203767718
stage6_tumor_large_central_hard100kPa,1.545,2.78165621415,0.846838184122
stage6_tumor_large_central_hard100kPa,1.55,2.74630193198,0.838223673459
stage6_tumor_large_central_hard100kPa,1.555,2.6953172505,0.824538294771
stage6_tumor_large_central_hard100kPa,1.56,2.62157234035,0.803441617413
stage6_tumor_large_central_hard100kPa,1.565,2.51737475675,0.772478412056
stage6_tumor_large_central_hard100kPa,1.5699999999999998,2.37646083161,0.729683555024
stage6_tumor_large_central_hard100kPa,1.575,2.201069404,0.675818781239
stage6_tumor_large_central_hard100kPa,1.58,1.99211616827,0.611213373439
stage6_tumor_large_central_hard100kPa,1.585,1.74997121223,0.536039920511
stage6_tumor_large_central_hard100kPa,1.5899999999999999,1.48224990792,0.452784692564
stage6_tumor_large_central_hard100kPa,1.595,1.1983973259,0.364526349177
stage6_tumor_large_central_hard100kPa,1.6,0.907072237129,0.274138035228
stage6_tumor_large_central_hard100kPa,1.605,0.619322353749,0.185339197947
stage6_tumor_large_central_hard100kPa,1.6099999999999999,0.345574246628,0.102092086205
stage6_tumor_large_central_hard100kPa,1.615,0.113901474316,0.0343882802437
stage6_tumor_large_central_hard100kPa,1.6199999999999999,0.161154988057,0.0479960335829
stage6_tumor_large_central_hard100kPa,1.625,0.315841179746,0.099609738083
stage6_tumor_large_central_hard100kPa,1.63,0.443136851278,0.139068368976
stage6_tumor_large_central_hard100kPa,1.635,0.528913634514,0.165176499706
stage6_tumor_large_central_hard100kPa,1.64,0.572122011368,0.178242575184
stage6_tumor_large_central_hard100kPa,1.645,0.576467179031,0.179437391173
stage6_tumor_large_central_hard100kPa,1.65,0.548347712795,0.170631247892
stage6_tumor_large_central_hard100kPa,1.655,0.495909351257,0.15422606812
stage6_tumor_large_central_hard100kPa,1.66,0.428358447728,0.132935001605
stage6_tumor_large_central_hard100kPa,1.665,0.355309750446,0.109641845807
stage6_tumor_large_central_hard100kPa,1.67,0.286142398129,0.0874342511421
stage6_tumor_large_central_hard100kPa,1.675,0.229492966511,0.0691856145268
stage6_tumor_large_central_hard100kPa,1.68,0.193173040675,0.057662576095
stage6_tumor_large_central_hard100kPa,1.685,0.183955712625,0.0558483980579
stage6_tumor_large_central_hard100kPa,1.69,0.204849779384,0.0618254949385
stage6_tumor_large_central_hard100kPa,1.6949999999999998,0.255333229365,0.07486319092
stage6_tumor_large_central_hard100kPa,1.7,0.332894989786,0.0971249165047
stage6_tumor_large_central_hard100kPa,1.705,0.432379158852,0.128009903232
stage6_tumor_large_central_hard100kPa,1.71,0.546389309961,0.164532798202
stage6_tumor_large_central_hard100kPa,1.7149999999999999,0.665843528915,0.203292870981
stage6_tumor_large_central_hard100kPa,1.72,0.780526720211,0.240745744166
stage6_tumor_large_central_hard100kPa,1.725,0.879753186446,0.273215935337
stage6_tumor_large_central_hard100kPa,1.73,0.953148976151,0.297178067219
stage6_tumor_large_central_hard100kPa,1.7349999999999999,0.991479666612,0.309599050767
stage6_tumor_large_central_hard100kPa,1.74,0.987447123222,0.308243082279
stage6_tumor_large_central_hard100kPa,1.745,0.936374649729,0.291854930258
stage6_tumor_large_central_hard100kPa,1.75,0.836675777347,0.260201482122
stage6_tumor_large_central_hard100kPa,1.755,0.690011834164,0.214035043677
stage6_tumor_large_central_hard100kPa,1.76,0.500761642324,0.154914171228
stage6_tumor_large_central_hard100kPa,1.7650000000000001,0.277237383801,0.085549344246
stage6_tumor_large_central_hard100kPa,1.77,0.0526909455294,0.0138983112378
stage6_tumor_large_central_hard100kPa,1.775,0.245529452414,0.0756142285175
stage6_tumor_large_central_hard100kPa,1.7799999999999998,0.514035288323,0.157580373307
stage6_tumor_large_central_hard100kPa,1.785,0.776200547122,0.237727293144
stage6_tumor_large_central_hard100kPa,1.79,1.02084453373,0.312654683532
stage6_tumor_large_central_hard100kPa,1.795,1.23923970336,0.379772396946
stage6_tumor_large_central_hard100kPa,1.7999999999999998,1.42531695674,0.43719723034
stage6_tumor_large_central_hard100kPa,1.805,1.57602428821,0.48385451285
stage6_tumor_large_central_hard100kPa,1.81,1.69140790383,0.519527817117
stage6_tumor_large_central_hard100kPa,1.815,1.77443613207,0.54488509954
stage6_tumor_large_central_hard100kPa,1.8199999999999998,1.8306582453,0.56147939809
stage6_tumor_large_central_hard100kPa,1.825,1.86771966257,0.571636742419
stage6_tumor_large_central_hard100kPa,1.83,1.89469944441,0.578231600925
stage6_tumor_large_central_hard100kPa,1.835,1.92146896088,0.584458995537
stage6_tumor_large_central_hard100kPa,1.8399999999999999,1.95788036226,0.593569106719
stage6_tumor_large_central_hard100kPa,1.845,2.01279309183,0.608524944807
stage6_tumor_large_central_hard100kPa,1.85,2.09371418179,0.631837344563
stage6_tumor_large_central_hard100kPa,1.855,2.2032518721,0.664489776885
stage6_tumor_large_central_hard100kPa,1.8599999999999999,2.33367525427,0.704358310705
stage6_tumor_large_central_hard100kPa,1.865,2.4744617355,0.748352348407
stage6_tumor_large_central_hard100kPa,1.87,2.61564614189,0.793386912442
stage6_tumor_large_central_hard100kPa,1.875,2.74801441849,0.836310017993
stage6_tumor_large_central_hard100kPa,1.88,2.86322105729,0.874154102883
stage6_tumor_large_central_hard100kPa,1.885,2.95406689413,0.904324643078
stage6_tumor_large_central_hard100kPa,1.8900000000000001,3.01489742146,0.924755928095
stage6_tumor_large_central_hard100kPa,1.895,3.04198042028,0.934050354033
stage6_tumor_large_central_hard100kPa,1.9,3.03377396067,0.931634244174
stage6_tumor_large_central_hard100kPa,1.9000000000000001,3.03377396067,0.931634244174
stage6_tumor_large_central_hard100kPa,1.925,2.56493858811,0.778897887077
stage6_tumor_large_central_hard100kPa,1.9500000000000002,2.04159037876,0.616969394327
stage6_tumor_large_central_hard100kPa,1.975,2.26710844888,0.687811925255
stage6_tumor_large_central_hard100kPa,2,2.93760336723,0.898572189147
stage6_tumor_large_central_hard100kPa,2.0250000000000004,2.97605419034,0.908400755076
stage6_tumor_large_central_hard100kPa,2.0500000000000003,2.28243848268,0.693312539587
stage6_tumor_large_central_hard100kPa,2.075,2.00575353,0.605599497447
stage6_tumor_large_central_hard100kPa,2.1,2.57448020338,0.780877745965
stage6_tumor_large_central_hard100kPa,2.125,3.04252115353,0.93491839955
stage6_tumor_large_central_hard100kPa,2.1500000000000004,2.73009575718,0.830822546103
stage6_tumor_large_central_hard100kPa,2.1750000000000003,2.11792889356,0.639500237449
stage6_tumor_large_central_hard100kPa,2.2,2.13424951054,0.648429410184
stage6_tumor_medium_upper_outer_surface,0,4.11251567764e-13,3.93448115237e-13
stage6_tumor_medium_upper_outer_surface,0.025,0.0200172248869,0.00582892047798
stage6_tumor_medium_upper_outer_surface,0.05,0.109118411042,0.0328080200036
stage6_tumor_medium_upper_outer_surface,0.07500000000000001,0.223275081206,0.0684297412987
stage6_tumor_medium_upper_outer_surface,0.1,0.286550738616,0.0875267879612
stage6_tumor_medium_upper_outer_surface,0.125,0.298853133168,0.0906771921831
stage6_tumor_medium_upper_outer_surface,0.15000000000000002,0.338429597858,0.102608245966
stage6_tumor_medium_upper_outer_surface,0.17500000000000002,0.441783300459,0.134370029879
stage6_tumor_medium_upper_outer_surface,0.2,0.547867089819,0.167146916734
stage6_tumor_medium_upper_outer_surface,0.225,0.59049678318,0.17983118237
stage6_tumor_medium_upper_outer_surface,0.25,0.599603152831,0.182130096813
stage6_tumor_medium_upper_outer_surface,0.275,0.661970312449,0.201036723588
stage6_tumor_medium_upper_outer_surface,0.30000000000000004,0.777965766486,0.236840276285
stage6_tumor_medium_upper_outer_surface,0.325,0.864558536298,0.263577239944
stage6_tumor_medium_upper_outer_surface,0.35000000000000003,0.887627443932,0.269993697348
stage6_tumor_medium_upper_outer_surface,0.375,0.909043026096,0.276156034564
stage6_tumor_medium_upper_outer_surface,0.4,0.992798055572,0.301944527779
stage6_tumor_medium_upper_outer_surface,0.42500000000000004,1.10792099035,0.337273944522
stage6_tumor_medium_upper_outer_surface,0.45,1.17457142571,0.357853853902
stage6_tumor_medium_upper_outer_surface,0.47500000000000003,1.18672493991,0.360873782525
stage6_tumor_medium_upper_outer_surface,0.5,1.22355576375,0.371728008979
stage6_tumor_medium_upper_outer_surface,0.525,1.32689125249,0.403844798008
stage6_tumor_medium_upper_outer_surface,0.55,1.43481510692,0.436862563829
stage6_tumor_medium_upper_outer_surface,0.5750000000000001,1.47660363385,0.449487813759
stage6_tumor_medium_upper_outer_surface,0.6000000000000001,1.48708441307,0.452213554159
stage6_tumor_medium_upper_outer_surface,0.625,1.54870489891,0.470712123837
stage6_tumor_medium_upper_outer_surface,0.65,1.6613302809,0.50570096071
stage6_tumor_medium_upper_outer_surface,0.675,1.75111919775,0.533219121522
stage6_tumor_medium_upper_outer_surface,0.7000000000000001,1.77712699948,0.540728605413
stage6_tumor_medium_upper_outer_surface,0.7250000000000001,1.79482005442,0.545626706865
stage6_tumor_medium_upper_outer_surface,0.75,1.87662542687,0.570767288365
stage6_tumor_medium_upper_outer_surface,0.775,1.99447639661,0.607178465399
stage6_tumor_medium_upper_outer_surface,0.8,2.06058377784,0.627209761045
stage6_tumor_medium_upper_outer_surface,0.8250000000000001,2.07636560303,0.631703905342
stage6_tumor_medium_upper_outer_surface,0.8500000000000001,2.11129660112,0.641947912319
stage6_tumor_medium_upper_outer_surface,0.875,2.20793280773,0.67156384459
stage6_tumor_medium_upper_outer_surface,0.9,2.31646815321,0.705320931367
stage6_tumor_medium_upper_outer_surface,0.925,2.36969102732,0.721262258139
stage6_tumor_medium_upper_outer_surface,0.9500000000000001,2.38260447576,0.72454290487
stage6_tumor_medium_upper_outer_surface,0.9750000000000001,2.42948757006,0.738917272164
stage6_tumor_medium_upper_outer_surface,1,2.53687496039,0.771842287796
stage6_tumor_medium_upper_outer_surface,1.0250000000000001,2.617983196,0.797151377817
stage6_tumor_medium_upper_outer_surface,1.05,2.56653677258,0.781595165644
stage6_tumor_medium_upper_outer_surface,1.075,2.46548833058,0.749243705851
stage6_tumor_medium_upper_outer_surface,1.1,2.4651700761,0.749265063634
stage6_tumor_medium_upper_outer_surface,1.125,2.5673882103,0.781714331209
stage6_tumor_medium_upper_outer_surface,1.1500000000000001,2.61633416401,0.796711884865
stage6_tumor_medium_upper_outer_surface,1.175,2.5371711772,0.772116154753
stage6_tumor_medium_upper_outer_surface,1.2000000000000002,2.45037002707,0.744609056013
stage6_tumor_medium_upper_outer_surface,1.2,2.45037002707,0.744609056013
stage6_tumor_medium_upper_outer_surface,1.2049999999999998,2.44831182877,0.743937920022
stage6_tumor_medium_upper_outer_surface,1.21,2.44989667423,0.744431568904
stage6_tumor_medium_upper_outer_surface,1.2149999999999999,2.45755998286,0.746868416245
stage6_tumor_medium_upper_outer_surface,1.22,2.47142992038,0.751279556113
stage6_tumor_medium_upper_outer_surface,1.2249999999999999,2.48807111567,0.756569609143
stage6_tumor_medium_upper_outer_surface,1.23,2.50976835908,0.763442522724
stage6_tumor_medium_upper_outer_surface,1.2349999999999999,2.5321613399,0.770514285061
stage6_tumor_medium_upper_outer_surface,1.24,2.55539197083,0.777825389748
stage6_tumor_medium_upper_outer_surface,1.2449999999999999,2.57621619698,0.784339592761
stage6_tumor_medium_upper_outer_surface,1.25,2.59661955893,0.79067224713
stage6_tumor_medium_upper_outer_surface,1.255,2.61766027349,0.797012757542
stage6_tumor_medium_upper_outer_surface,1.26,2.64824702022,0.805995782062
stage6_tumor_medium_upper_outer_surface,1.265,2.69024820391,0.818171180998
stage6_tumor_medium_upper_outer_surface,1.27,2.76254117694,0.8390437058
stage6_tumor_medium_upper_outer_surface,1.275,2.8705415205,0.870451513221
stage6_tumor_medium_upper_outer_surface,1.28,3.01298353182,0.912319612915
stage6_tumor_medium_upper_outer_surface,1.285,3.18971216705,0.964889680496
stage6_tumor_medium_upper_outer_surface,1.29,3.39883616104,1.02784710318
stage6_tumor_medium_upper_outer_surface,1.295,3.63679959007,1.10030597101
stage6_tumor_medium_upper_outer_surface,1.3,3.90069441091,1.18160699879
stage6_tumor_medium_upper_outer_surface,1.305,4.17756713408,1.26762897696
stage6_tumor_medium_upper_outer_surface,1.31,4.45731848177,1.35504348953
stage6_tumor_medium_upper_outer_surface,1.315,4.73135813993,1.44099700506
stage6_tumor_medium_upper_outer_surface,1.3199999999999998,4.9916648081,1.52278615825
stage6_tumor_medium_upper_outer_surface,1.325,5.22706644367,1.59665516058
stage6_tumor_medium_upper_outer_surface,1.33,5.43025604073,1.66004873123
stage6_tumor_medium_upper_outer_surface,1.335,5.59227751693,1.7099338563
stage6_tumor_medium_upper_outer_surface,1.3399999999999999,5.71102754655,1.74568383118
stage6_tumor_medium_upper_outer_surface,1.345,5.78534627773,1.76713481573
stage6_tumor_medium_upper_outer_surface,1.3499999999999999,5.8166971447,1.77504700905
stage6_tumor_medium_upper_outer_surface,1.355,5.80900165941,1.77092029289
stage6_tumor_medium_upper_outer_surface,1.3599999999999999,5.76852831694,1.75688161946
stage6_tumor_medium_upper_outer_surface,1.365,5.7023592112,1.73524566413
stage6_tumor_medium_upper_outer_surface,1.3699999999999999,5.62009038627,1.70903904872
stage6_tumor_medium_upper_outer_surface,1.375,5.53123061976,1.68116993238
stage6_tumor_medium_upper_outer_surface,1.38,5.44585948465,1.6546139646
stage6_tumor_medium_upper_outer_surface,1.385,5.37307767258,1.63194029128
stage6_tumor_medium_upper_outer_surface,1.39,5.31934724665,1.6150560316
stage6_tumor_medium_upper_outer_surface,1.395,5.28964148499,1.60555986499
stage6_tumor_medium_upper_outer_surface,1.4,5.29162934633,1.60596047148
stage6_tumor_medium_upper_outer_surface,1.405,5.32131260455,1.6151059792
stage6_tumor_medium_upper_outer_surface,1.41,5.37636997364,1.63234331405
stage6_tumor_medium_upper_outer_surface,1.415,5.45304137802,1.65655902019
stage6_tumor_medium_upper_outer_surface,1.42,5.5457028037,1.68600583052
stage6_tumor_medium_upper_outer_surface,1.425,5.64373498888,1.71728739696
stage6_tumor_medium_upper_outer_surface,1.43,5.7385073386,1.74767307888
stage6_tumor_medium_upper_outer_surface,1.435,5.81957064867,1.77385927374
stage6_tumor_medium_upper_outer_surface,1.44,5.87547682986,1.79219563422
stage6_tumor_medium_upper_outer_surface,1.4449999999999998,5.89993929738,1.80064452659
stage6_tumor_medium_upper_outer_surface,1.45,5.88645368899,1.79712375113
stage6_tumor_medium_upper_outer_surface,1.455,5.82562764325,1.77868722444
stage6_tumor_medium_upper_outer_surface,1.46,5.71611523677,1.74498129726
stage6_tumor_medium_upper_outer_surface,1.4649999999999999,5.56165102795,1.69724340215
stage6_tumor_medium_upper_outer_surface,1.47,5.36540413591,1.636517352
stage6_tumor_medium_upper_outer_surface,1.475,5.1291534097,1.56343930121
stage6_tumor_medium_upper_outer_surface,1.48,4.86609993935,1.48218269255
stage6_tumor_medium_upper_outer_surface,1.4849999999999999,4.58733459512,1.39621879277
stage6_tumor_medium_upper_outer_surface,1.49,4.30337057944,1.30877489704
stage6_tumor_medium_upper_outer_surface,1.4949999999999999,4.02724860109,1.22377569269
stage6_tumor_medium_upper_outer_surface,1.5,3.76862148255,1.14408564652
stage6_tumor_medium_upper_outer_surface,1.505,3.53523548862,1.07206670628
stage6_tumor_medium_upper_outer_surface,1.51,3.33408435252,1.00994188549
stage6_tumor_medium_upper_outer_surface,1.515,3.17211841681,0.960000601033
stage6_tumor_medium_upper_outer_surface,1.52,3.04488184202,0.920973163319
stage6_tumor_medium_upper_outer_surface,1.525,2.94996505134,0.892194776676
stage6_tumor_medium_upper_outer_surface,1.53,2.88443902948,0.872895108813
stage6_tumor_medium_upper_outer_surface,1.535,2.84117803127,0.861007198494
stage6_tumor_medium_upper_outer_surface,1.54,2.80971119059,0.853247443452
stage6_tumor_medium_upper_outer_surface,1.545,2.78156662556,0.84683188112
stage6_tumor_medium_upper_outer_surface,1.55,2.74655173818,0.838324205575
stage6_tumor_medium_upper_outer_surface,1.555,2.69514527496,0.824500179342
stage6_tumor_medium_upper_outer_surface,1.56,2.62071659116,0.803180630902
stage6_tumor_medium_upper_outer_surface,1.565,2.5175821605,0.772561468514
stage6_tumor_medium_upper_outer_surface,1.5699999999999998,2.37681489383,0.729814667115
stage6_tumor_medium_upper_outer_surface,1.575,2.20056424194,0.675674409146
stage6_tumor_medium_upper_outer_surface,1.58,1.99082501506,0.610816827513
stage6_tumor_medium_upper_outer_surface,1.585,1.75058467619,0.536246177534
stage6_tumor_medium_upper_outer_surface,1.5899999999999999,1.48223578109,0.452790424677
stage6_tumor_medium_upper_outer_surface,1.595,1.19811519869,0.364449417349
stage6_tumor_medium_upper_outer_surface,1.6,0.906964023661,0.274120695044
stage6_tumor_medium_upper_outer_surface,1.605,0.619051522521,0.185252612952
stage6_tumor_medium_upper_outer_surface,1.6099999999999999,0.345741427074,0.102145307749
stage6_tumor_medium_upper_outer_surface,1.615,0.114292297033,0.0345190573473
stage6_tumor_medium_upper_outer_surface,1.6199999999999999,0.160490141213,0.0477622419131
stage6_tumor_medium_upper_outer_surface,1.625,0.315174053921,0.0994083927976
stage6_tumor_medium_upper_outer_surface,1.63,0.442654851186,0.138926522204
stage6_tumor_medium_upper_outer_surface,1.635,0.528684429931,0.165106896032
stage6_tumor_medium_upper_outer_surface,1.64,0.572140556658,0.178247212164
stage6_tumor_medium_upper_outer_surface,1.645,0.576676560707,0.179503005726
stage6_tumor_medium_upper_outer_surface,1.65,0.548647434848,0.170728210342
stage6_tumor_medium_upper_outer_surface,1.655,0.496173391313,0.154315932734
stage6_tumor_medium_upper_outer_surface,1.66,0.42842344042,0.13296680994
stage6_tumor_medium_upper_outer_surface,1.665,0.355198832828,0.109612917802
stage6_tumor_medium_upper_outer_surface,1.67,0.286117768955,0.087425546829
stage6_tumor_medium_upper_outer_surface,1.675,0.229769482072,0.0692641588014
stage6_tumor_medium_upper_outer_surface,1.68,0.193884098115,0.0578522691112
stage6_tumor_medium_upper_outer_surface,1.685,0.184896879844,0.0560399212225
stage6_tumor_medium_upper_outer_surface,1.69,0.205636875366,0.0619772986767
stage6_tumor_medium_upper_outer_surface,1.6949999999999998,0.255905491955,0.0750047610186
stage6_tumor_medium_upper_outer_surface,1.7,0.333236690664,0.0972343354583
stage6_tumor_medium_upper_outer_surface,1.705,0.432529005053,0.12805999037
stage6_tumor_medium_upper_outer_surface,1.71,0.546444964433,0.164547530352
stage6_tumor_medium_upper_outer_surface,1.7149999999999999,0.665955132946,0.203325513482
stage6_tumor_medium_upper_outer_surface,1.72,0.78087078208,0.240857526986
stage6_tumor_medium_upper_outer_surface,1.725,0.880497344973,0.273464145669
stage6_tumor_medium_upper_outer_surface,1.73,0.953918609322,0.297436810655
stage6_tumor_medium_upper_outer_surface,1.7349999999999999,0.991884453651,0.309737041686
stage6_tumor_medium_upper_outer_surface,1.74,0.987330145378,0.308212107378
stage6_tumor_medium_upper_outer_surface,1.745,0.935689239145,0.29164772821
stage6_tumor_medium_upper_outer_surface,1.75,0.835490639915,0.259844865456
stage6_tumor_medium_upper_outer_surface,1.755,0.688491741043,0.213580609676
stage6_tumor_medium_upper_outer_surface,1.76,0.499526049889,0.15454852272
stage6_tumor_medium_upper_outer_surface,1.7650000000000001,0.276544990812,0.085344291436
stage6_tumor_medium_upper_outer_surface,1.77,0.052493171381,0.0138379954441
stage6_tumor_medium_upper_outer_surface,1.775,0.245535090054,0.07561534304
stage6_tumor_medium_upper_outer_surface,1.7799999999999998,0.514011056918,0.157578220702
stage6_tumor_medium_upper_outer_surface,1.785,0.776355979026,0.237783845039
stage6_tumor_medium_upper_outer_surface,1.79,1.02135159104,0.312818900331
stage6_tumor_medium_upper_outer_surface,1.795,1.24006828161,0.38003307635
stage6_tumor_medium_upper_outer_surface,1.7999999999999998,1.42584958519,0.437368480212
stage6_tumor_medium_upper_outer_surface,1.805,1.57617586108,0.483910630663
stage6_tumor_medium_upper_outer_surface,1.81,1.6911996804,0.519472672581
stage6_tumor_medium_upper_outer_surface,1.815,1.77397320105,0.544746603282
stage6_tumor_medium_upper_outer_surface,1.8199999999999998,1.83010034684,0.561305174376
stage6_tumor_medium_upper_outer_surface,1.825,1.86725563058,0.57148698045
stage6_tumor_medium_upper_outer_surface,1.83,1.89452213609,0.578170759409
stage6_tumor_medium_upper_outer_surface,1.835,1.92161261978,0.584507625152
stage6_tumor_medium_upper_outer_surface,1.8399999999999999,1.95812900916,0.593661328233
stage6_tumor_medium_upper_outer_surface,1.845,2.01292862061,0.608586040907
stage6_tumor_medium_upper_outer_surface,1.85,2.09348942788,0.631784349497
stage6_tumor_medium_upper_outer_surface,1.855,2.20266035148,0.664315970586
stage6_tumor_medium_upper_outer_surface,1.8599999999999999,2.33304704425,0.704164143215
stage6_tumor_medium_upper_outer_surface,1.865,2.4740505515,0.748229261483
stage6_tumor_medium_upper_outer_surface,1.87,2.61535830968,0.793312180463
stage6_tumor_medium_upper_outer_surface,1.875,2.74771046441,0.836232444458
stage6_tumor_medium_upper_outer_surface,1.88,2.86279405749,0.87403606319
stage6_tumor_medium_upper_outer_surface,1.885,2.95344636581,0.904141300524
stage6_tumor_medium_upper_outer_surface,1.8900000000000001,3.01405455041,0.924495191018
stage6_tumor_medium_upper_outer_surface,1.895,3.04093529873,0.933719600911
stage6_tumor_medium_upper_outer_surface,1.9,3.03259368043,0.931253575729
stage6_tumor_medium_upper_outer_surface,1.9000000000000001,3.03259368043,0.931253575729
stage6_tumor_medium_upper_outer_surface,1.925,2.56514974271,0.77898700054
stage6_tumor_medium_upper_outer_surface,1.9500000000000002,2.04169312298,0.617011502041
stage6_tumor_medium_upper_outer_surface,1.975,2.26737968982,0.687913192641
stage6_tumor_medium_upper_outer_surface,2,2.93767832087,0.898622135635
stage6_tumor_medium_upper_outer_surface,2.0250000000000004,2.97580222045,0.908338344164
stage6_tumor_medium_upper_outer_surface,2.0500000000000003,2.28309566165,0.693534074276
stage6_tumor_medium_upper_outer_surface,2.075,2.00547904596,0.60553541809
stage6_tumor_medium_upper_outer_surface,2.1,2.57404351773,0.780764183549
stage6_tumor_medium_upper_outer_surface,2.125,3.04175633154,0.934682388688
stage6_tumor_medium_upper_outer_surface,2.1500000000000004,2.73014367567,0.830866409942
stage6_tumor_medium_upper_outer_surface,2.1750000000000003,2.11823903218,0.639598891665
stage6_tumor_medium_upper_outer_surface,2.2,2.13410403319,0.648393962711
