case_id,time_s,max_displacement_mm,max_vm_kpa
stage6_tumor_large_central_hard100kPa,1.3499999999999999,10.8747475647,71.1245065032
stage6_tumor_large_central_hard100kPa,1.355,10.7976107462,71.3421737163
stage6_tumor_large_central_hard100kPa,1.3599999999999999,10.6214999324,71.2100818017
stage6_tumor_large_central_hard100kPa,1.365,10.3721816501,70.7742114334
stage6_tumor_large_central_hard100kPa,1.3699999999999999,10.0877049555,70.116696174
stage6_tumor_large_central_hard100kPa,1.375,9.80251937543,69.3355176195
stage6_tumor_large_central_hard100kPa,1.38,9.55446370362,68.5412759049
stage6_tumor_large_central_hard100kPa,1.385,9.37127421207,67.8495195011
stage6_tumor_large_central_hard100kPa,1.39,9.26335417227,67.3326054422
stage6_tumor_large_central_hard100kPa,1.395,9.23031420091,67.0296274437
stage6_tumor_large_central_hard100kPa,1.4,9.27274475059,67.0003563504
stage6_tumor_large_central_hard100kPa,1.405,9.37601985701,67.2361930098
stage6_tumor_large_central_hard100kPa,1.41,9.53693645829,67.7346890714
stage6_tumor_large_central_hard100kPa,1.415,9.75105961298,68.4530588965
stage6_tumor_large_central_hard100kPa,1.42,10.0030130416,69.325297933
stage6_tumor_large_central_hard100kPa,1.425,10.2618777918,70.2459701315
stage6_tumor_large_central_hard100kPa,1.43,10.5044672202,71.1168637752
stage6_tumor_large_central_hard100kPa,1.435,10.706347726,71.8231216614
stage6_tumor_large_central_hard100kPa,1.44,10.8424659571,72.2639483194
stage6_tumor_large_central_hard100kPa,1.4449999999999998,10.8973589537,72.3819453976
stage6_tumor_large_central_hard100kPa,1.45,10.859632208,72.1072152119
stage6_tumor_large_central_hard100kPa,1.455,10.7165501581,71.2955498362
stage6_tumor_large_central_hard100kPa,1.46,10.4822811152,69.9184657808
stage6_tumor_large_central_hard100kPa,1.4649999999999999,10.1649998956,67.9889261739
stage6_tumor_large_central_hard100kPa,1.47,9.77174938528,65.5503971696
stage6_tumor_large_central_hard100kPa,1.475,9.30584521583,62.6767643311
stage6_tumor_large_central_hard100kPa,1.48,8.79687668877,59.6291709871
stage6_tumor_large_central_hard100kPa,1.4849999999999999,8.26168501481,56.5647947145
stage6_tumor_large_central_hard100kPa,1.49,7.71889453443,53.5928957892
stage6_tumor_large_central_hard100kPa,1.4949999999999999,7.19080141263,50.7676883051
stage6_tumor_large_central_hard100kPa,1.5,6.69531501922,48.085413845
stage6_tumor_large_central_hard100kPa,1.505,6.24781769315,45.5783017783
stage6_tumor_large_central_hard100kPa,1.51,5.86493231905,43.3236565751
stage6_tumor_large_central_hard100kPa,1.515,5.55238186231,41.3561670205
stage6_tumor_large_central_hard100kPa,1.52,5.30589812564,39.6419177366
stage6_tumor_large_central_hard100kPa,1.525,5.12350502917,38.1447660522
stage6_tumor_large_central_hard100kPa,1.53,5.00851852799,36.8672009585
stage6_tumor_large_central_hard100kPa,1.535,4.94655530491,35.7911296617
stage6_tumor_large_central_hard100kPa,1.54,4.9245453602,34.8980770005
stage6_tumor_large_central_hard100kPa,1.545,4.92746245544,34.1291770013
stage6_tumor_large_central_hard100kPa,1.55,4.93405468272,33.3633323129
stage6_tumor_large_central_hard100kPa,1.555,4.92151679429,32.4667216711
stage6_tumor_large_central_hard100kPa,1.56,4.87135217732,31.3506489853
stage6_tumor_large_central_hard100kPa,1.565,4.76247024621,29.9570406849
stage6_tumor_large_central_hard100kPa,1.5699999999999998,4.57244493736,28.2525684372
stage6_tumor_large_central_hard100kPa,1.575,4.29705592048,26.2406280297
stage6_tumor_large_central_hard100kPa,1.58,3.93141211058,23.8902896171
stage6_tumor_large_central_hard100kPa,1.585,3.46759120803,21.168587565
stage6_tumor_large_central_hard100kPa,1.5899999999999999,2.91856227357,18.1467024312
stage6_tumor_large_central_hard100kPa,1.595,2.30636085514,14.929239975
stage6_tumor_large_central_hard100kPa,1.6,1.65640426166,11.6104238076
stage6_tumor_large_central_hard100kPa,1.605,1.00921866594,8.30592809528
stage6_tumor_large_central_hard100kPa,1.6099999999999999,0.572831745539,5.1211973177
stage6_tumor_large_central_hard100kPa,1.615,0.298371056457,2.18398818567
stage6_tumor_large_central_hard100kPa,1.6199999999999999,0.60033799847,0.88706727918
stage6_tumor_large_central_hard100kPa,1.625,0.924985658539,2.5067613309
stage6_tumor_large_central_hard100kPa,1.63,1.13499960334,4.10943586767
stage6_tumor_large_central_hard100kPa,1.635,1.23975261158,5.20518910164
stage6_tumor_large_central_hard100kPa,1.64,1.25432711934,5.8328545241
stage6_tumor_large_central_hard100kPa,1.645,1.19429366667,6.05643337128
stage6_tumor_large_central_hard100kPa,1.65,1.07606589843,5.94605350652
stage6_tumor_large_central_hard100kPa,1.655,0.919687292132,5.56288301801
stage6_tumor_large_central_hard100kPa,1.66,0.740734906022,4.98054242701
stage6_tumor_large_central_hard100kPa,1.665,0.588111521386,4.30682726407
stage6_tumor_large_central_hard100kPa,1.67,0.519297139854,3.66458034542
stage6_tumor_large_central_hard100kPa,1.675,0.465759971048,3.18790249497
stage6_tumor_large_central_hard100kPa,1.68,0.407749972638,3.01731762864
stage6_tumor_large_central_hard100kPa,1.685,0.355468759047,3.24506536423
stage6_tumor_large_central_hard100kPa,1.69,0.338026822832,3.85212887761
stage6_tumor_large_central_hard100kPa,1.6949999999999998,0.379346386552,4.70811696228
stage6_tumor_large_central_hard100kPa,1.7,0.506099583715,5.65790471002
stage6_tumor_large_central_hard100kPa,1.705,0.732194765065,6.60517453295
stage6_tumor_large_central_hard100kPa,1.71,1.01233275441,7.50832902445
stage6_tumor_large_central_hard100kPa,1.7149999999999999,1.30376000782,8.32728670384
stage6_tumor_large_central_hard100kPa,1.72,1.57172452981,9.03871026611
stage6_tumor_large_central_hard100kPa,1.725,1.78605736293,9.61967009305
stage6_tumor_large_central_hard100kPa,1.73,1.93132210817,10.044289332
stage6_tumor_large_central_hard100kPa,1.7349999999999999,1.99818667986,10.26784059
stage6_tumor_large_central_hard100kPa,1.74,1.97909900335,10.2125785257
stage6_tumor_large_central_hard100kPa,1.745,1.87079212136,9.77172251338
stage6_tumor_large_central_hard100kPa,1.75,1.67403499355,8.8304079381
stage6_tumor_large_central_hard100kPa,1.755,1.39152384182,7.33831784002
stage6_tumor_large_central_hard100kPa,1.76,1.02995175778,5.34298822049
stage6_tumor_large_central_hard100kPa,1.7650000000000001,0.604159865876,2.93968217489
stage6_tumor_large_central_hard100kPa,1.77,0.148769111132,0.381616872712
stage6_tumor_large_central_hard100kPa,1.775,0.43697104518,2.85933283936
stage6_tumor_large_central_hard100kPa,1.7799999999999998,0.896850865763,5.96874945389
stage6_tumor_large_central_hard100kPa,1.785,1.39194956318,9.03773443729
stage6_tumor_large_central_hard100kPa,1.79,1.87103371327,11.910554504
stage6_tumor_large_central_hard100kPa,1.795,2.31974157649,14.4956498655
stage6_tumor_large_central_hard100kPa,1.7999999999999998,2.72381656733,16.7306550797
stage6_tumor_large_central_hard100kPa,1.805,3.06678734985,18.5845229269
stage6_tumor_large_central_hard100kPa,1.81,3.33580408311,20.0738950635
stage6_tumor_large_central_hard100kPa,1.815,3.52162622765,21.2464620892
stage6_tumor_large_central_hard100kPa,1.8199999999999998,3.61969995207,22.1515625493
stage6_tumor_large_central_hard100kPa,1.825,3.6340826027,22.8491941646
stage6_tumor_large_central_hard100kPa,1.83,3.58155777035,23.4418124561
stage6_tumor_large_central_hard100kPa,1.835,3.49237362127,24.0740504268
stage6_tumor_large_central_hard100kPa,1.8399999999999999,3.40895778566,24.8767054531
stage6_tumor_large_central_hard100kPa,1.845,3.3737690301,25.9169625758
stage6_tumor_large_central_hard100kPa,1.85,3.44387783114,27.2182548212
stage6_tumor_large_central_hard100kPa,1.855,3.60595164627,28.6727175523
stage6_tumor_large_central_hard100kPa,1.8599999999999999,3.84083666328,30.0565948025
stage6_tumor_large_central_hard100kPa,1.865,4.16085338014,31.3445423877
stage6_tumor_large_central_hard100kPa,1.87,4.52143533124,32.5484805112
stage6_tumor_large_central_hard100kPa,1.875,4.88822795763,33.6841461079
stage6_tumor_large_central_hard100kPa,1.88,5.23337641934,34.7485607125
stage6_tumor_large_central_hard100kPa,1.885,5.52953382115,35.6628154585
stage6_tumor_large_central_hard100kPa,1.8900000000000001,5.7530067588,36.3138579704
stage6_tumor_large_central_hard100kPa,1.895,5.88789815394,36.6154034372
stage6_tumor_large_central_hard100kPa,1.9,5.92621604053,36.5421106025
stage6_tumor_large_central_hard100kPa,1.9000000000000001,5.92621604053,36.5421106025
stage6_tumor_large_central_hard100kPa,1.925,4.65713337908,31.7362528605
stage6_tumor_large_central_hard100kPa,1.9500000000000002,3.3427206103,26.9551497112
stage6_tumor_large_central_hard100kPa,1.975,4.18353440067,28.7109018814
stage6_tumor_large_central_hard100kPa,2,5.55015482668,35.7679185641
stage6_tumor_large_central_hard100kPa,2.0250000000000004,5.29527509463,36.1176467551
stage6_tumor_large_central_hard100kPa,2.0500000000000003,4.18347829767,28.4178693304
stage6_tumor_large_central_hard100kPa,2.075,3.44897175764,27.1537221397
stage6_tumor_large_central_hard100kPa,2.1,4.41015387378,31.5735977011
stage6_tumor_large_central_hard100kPa,2.125,5.82400487208,36.425570024
stage6_tumor_large_central_hard100kPa,2.1500000000000004,5.18965791066,34.0149421908
stage6_tumor_large_central_hard100kPa,2.1750000000000003,3.41004878488,27.2870992353
stage6_tumor_large_central_hard100kPa,2.2,3.70976675969,27.3463778312
stage6_tumor_medium_upper_outer_surface,0.0000,6.7193e-13,2.9967e-10
stage6_tumor_medium_upper_outer_surface,0.025000,0.02585,0.36301
stage6_tumor_medium_upper_outer_surface,0.050000,0.17834,1.4242
stage6_tumor_medium_upper_outer_surface,0.075000,0.41456,2.6917
stage6_tumor_medium_upper_outer_surface,0.10000,0.54526,3.4977
stage6_tumor_medium_upper_outer_surface,0.12500,0.52219,3.7957
stage6_tumor_medium_upper_outer_surface,0.15000,0.5849,4.3342
stage6_tumor_medium_upper_outer_surface,0.17500,0.80194,5.5269
stage6_tumor_medium_upper_outer_surface,0.20000,1.0071,6.7611
stage6_tumor_medium_upper_outer_surface,0.22500,1.0642,7.3195
stage6_tumor_medium_upper_outer_surface,0.25000,1.0688,7.5818
stage6_tumor_medium_upper_outer_surface,0.27500,1.1795,8.4033
stage6_tumor_medium_upper_outer_surface,0.30000,1.3993,9.6563
stage6_tumor_medium_upper_outer_surface,0.32500,1.5801,10.712
stage6_tumor_medium_upper_outer_surface,0.35000,1.6069,11.117
stage6_tumor_medium_upper_outer_surface,0.37500,1.6056,11.465
stage6_tumor_medium_upper_outer_surface,0.40000,1.7801,12.468
stage6_tumor_medium_upper_outer_surface,0.42500,2.0147,13.8
stage6_tumor_medium_upper_outer_surface,0.45000,2.1295,14.591
stage6_tumor_medium_upper_outer_surface,0.47500,2.1225,14.864
stage6_tumor_medium_upper_outer_surface,0.50000,2.1884,15.471
stage6_tumor_medium_upper_outer_surface,0.52500,2.3897,16.562
stage6_tumor_medium_upper_outer_surface,0.55000,2.5922,17.856
stage6_tumor_medium_upper_outer_surface,0.57500,2.6763,18.427
stage6_tumor_medium_upper_outer_surface,0.60000,2.6669,18.68
stage6_tumor_medium_upper_outer_surface,0.62500,2.7565,19.467
stage6_tumor_medium_upper_outer_surface,0.65000,3.0077,20.75
stage6_tumor_medium_upper_outer_surface,0.67500,3.1753,21.796
stage6_tumor_medium_upper_outer_surface,0.70000,3.195,22.211
stage6_tumor_medium_upper_outer_surface,0.72500,3.2088,22.584
stage6_tumor_medium_upper_outer_surface,0.75000,3.3772,23.52
stage6_tumor_medium_upper_outer_surface,0.77500,3.5994,24.879
stage6_tumor_medium_upper_outer_surface,0.80000,3.7207,25.689
stage6_tumor_medium_upper_outer_surface,0.82500,3.7433,26
stage6_tumor_medium_upper_outer_surface,0.85000,3.779,26.534
stage6_tumor_medium_upper_outer_surface,0.87500,3.9591,27.645
stage6_tumor_medium_upper_outer_surface,0.90000,4.2006,28.867
stage6_tumor_medium_upper_outer_surface,0.92500,4.281,29.59
stage6_tumor_medium_upper_outer_surface,0.95000,4.2667,29.866
stage6_tumor_medium_upper_outer_surface,0.97500,4.3596,30.489
stage6_tumor_medium_upper_outer_surface,1.0000,4.574,31.738
stage6_tumor_medium_upper_outer_surface,1.0250,4.7367,32.539
stage6_tumor_medium_upper_outer_surface,1.0500,4.6433,31.979
stage6_tumor_medium_upper_outer_surface,1.0750,4.419,31.055
stage6_tumor_medium_upper_outer_surface,1.1000,4.3888,31.026
stage6_tumor_medium_upper_outer_surface,1.1250,4.6366,31.991
stage6_tumor_medium_upper_outer_surface,1.1500,4.7665,32.535
stage6_tumor_medium_upper_outer_surface,1.1750,4.5632,31.745
stage6_tumor_medium_upper_outer_surface,1.2000,4.3585,30.832
stage6_tumor_medium_upper_outer_surface,1.2000,4.3585,30.832
stage6_tumor_medium_upper_outer_surface,1.2050,4.359,30.814
stage6_tumor_medium_upper_outer_surface,1.2100,4.3684,30.836
stage6_tumor_medium_upper_outer_surface,1.2150,4.3927,30.925
stage6_tumor_medium_upper_outer_surface,1.2200,4.4299,31.081
stage6_tumor_medium_upper_outer_surface,1.2250,4.4725,31.265
stage6_tumor_medium_upper_outer_surface,1.2300,4.5228,31.495
stage6_tumor_medium_upper_outer_surface,1.2350,4.5728,31.727
stage6_tumor_medium_upper_outer_surface,1.2400,4.6226,31.961
stage6_tumor_medium_upper_outer_surface,1.2450,4.6653,32.159
stage6_tumor_medium_upper_outer_surface,1.2500,4.7052,32.372
stage6_tumor_medium_upper_outer_surface,1.2550,4.7394,32.694
stage6_tumor_medium_upper_outer_surface,1.2600,4.7812,33.264
stage6_tumor_medium_upper_outer_surface,1.2650,4.8334,34.102
stage6_tumor_medium_upper_outer_surface,1.2700,4.9215,35.412
stage6_tumor_medium_upper_outer_surface,1.2750,5.0623,37.089
stage6_tumor_medium_upper_outer_surface,1.2800,5.263,39.081
stage6_tumor_medium_upper_outer_surface,1.2850,5.532,41.364
stage6_tumor_medium_upper_outer_surface,1.2900,5.8743,43.904
stage6_tumor_medium_upper_outer_surface,1.2950,6.2913,46.66
stage6_tumor_medium_upper_outer_surface,1.3000,6.788,49.604
stage6_tumor_medium_upper_outer_surface,1.3050,7.3362,52.632
stage6_tumor_medium_upper_outer_surface,1.3100,7.9102,55.665
stage6_tumor_medium_upper_outer_surface,1.3150,8.489,58.633
stage6_tumor_medium_upper_outer_surface,1.3200,9.0525,61.467
stage6_tumor_medium_upper_outer_surface,1.3250,9.5751,64.064
stage6_tumor_medium_upper_outer_surface,1.3300,10.036,66.352
stage6_tumor_medium_upper_outer_surface,1.3350,10.409,68.239
stage6_tumor_medium_upper_outer_surface,1.3400,10.679,69.702
stage6_tumor_medium_upper_outer_surface,1.3450,10.835,70.728
stage6_tumor_medium_upper_outer_surface,1.3500,10.872,71.333
stage6_tumor_medium_upper_outer_surface,1.3550,10.795,71.55
stage6_tumor_medium_upper_outer_surface,1.3600,10.619,71.419
stage6_tumor_medium_upper_outer_surface,1.3650,10.371,70.985
stage6_tumor_medium_upper_outer_surface,1.3700,10.086,70.328
stage6_tumor_medium_upper_outer_surface,1.3750,9.8018,69.549
stage6_tumor_medium_upper_outer_surface,1.3800,9.5546,68.754
stage6_tumor_medium_upper_outer_surface,1.3850,9.3715,68.056
stage6_tumor_medium_upper_outer_surface,1.3900,9.2637,67.531
stage6_tumor_medium_upper_outer_surface,1.3950,9.2302,67.229
stage6_tumor_medium_upper_outer_surface,1.4000,9.2729,67.214
stage6_tumor_medium_upper_outer_surface,1.4050,9.3763,67.456
stage6_tumor_medium_upper_outer_surface,1.4100,9.5372,67.947
stage6_tumor_medium_upper_outer_surface,1.4150,9.751,68.653
stage6_tumor_medium_upper_outer_surface,1.4200,10.003,69.514
stage6_tumor_medium_upper_outer_surface,1.4250,10.262,70.429
stage6_tumor_medium_upper_outer_surface,1.4300,10.504,71.308
stage6_tumor_medium_upper_outer_surface,1.4350,10.707,72.036
stage6_tumor_medium_upper_outer_surface,1.4400,10.842,72.495
stage6_tumor_medium_upper_outer_surface,1.4450,10.896,72.623
stage6_tumor_medium_upper_outer_surface,1.4500,10.858,72.353
stage6_tumor_medium_upper_outer_surface,1.4550,10.717,71.552
stage6_tumor_medium_upper_outer_surface,1.4600,10.481,70.159
stage6_tumor_medium_upper_outer_surface,1.4650,10.164,68.203
stage6_tumor_medium_upper_outer_surface,1.4700,9.7697,65.738
stage6_tumor_medium_upper_outer_surface,1.4750,9.3057,62.857
stage6_tumor_medium_upper_outer_surface,1.4800,8.7962,59.799
stage6_tumor_medium_upper_outer_surface,1.4850,8.261,56.728
stage6_tumor_medium_upper_outer_surface,1.4900,7.7179,53.742
stage6_tumor_medium_upper_outer_surface,1.4950,7.1902,50.91
stage6_tumor_medium_upper_outer_surface,1.5000,6.6955,48.228
stage6_tumor_medium_upper_outer_surface,1.5050,6.2489,45.723
stage6_tumor_medium_upper_outer_surface,1.5100,5.8634,43.448
stage6_tumor_medium_upper_outer_surface,1.5150,5.552,41.468
stage6_tumor_medium_upper_outer_surface,1.5200,5.3066,39.747
stage6_tumor_medium_upper_outer_surface,1.5250,5.1253,38.257
stage6_tumor_medium_upper_outer_surface,1.5300,5.0076,36.984
stage6_tumor_medium_upper_outer_surface,1.5350,4.9467,35.916
stage6_tumor_medium_upper_outer_surface,1.5400,4.9251,35.018
stage6_tumor_medium_upper_outer_surface,1.5450,4.9279,34.233
stage6_tumor_medium_upper_outer_surface,1.5500,4.9344,33.451
stage6_tumor_medium_upper_outer_surface,1.5550,4.9214,32.547
stage6_tumor_medium_upper_outer_surface,1.5600,4.8699,31.44
stage6_tumor_medium_upper_outer_surface,1.5650,4.7633,30.077
stage6_tumor_medium_upper_outer_surface,1.5700,4.5735,28.372
stage6_tumor_medium_upper_outer_surface,1.5750,4.2959,26.327
stage6_tumor_medium_upper_outer_surface,1.5800,3.9278,23.944
stage6_tumor_medium_upper_outer_surface,1.5850,3.4701,21.232
stage6_tumor_medium_upper_outer_surface,1.5900,2.919,18.199
stage6_tumor_medium_upper_outer_surface,1.5950,2.3055,14.974
stage6_tumor_medium_upper_outer_surface,1.6000,1.6556,11.652
stage6_tumor_medium_upper_outer_surface,1.6050,1.0087,8.3339
stage6_tumor_medium_upper_outer_surface,1.6100,0.57311,5.1318
stage6_tumor_medium_upper_outer_surface,1.6150,0.29861,2.1917
stage6_tumor_medium_upper_outer_surface,1.6200,0.59789,0.88317
stage6_tumor_medium_upper_outer_surface,1.6250,0.92313,2.5119
stage6_tumor_medium_upper_outer_surface,1.6300,1.1339,4.1242
stage6_tumor_medium_upper_outer_surface,1.6350,1.2393,5.2282
stage6_tumor_medium_upper_outer_surface,1.6400,1.2542,5.8593
stage6_tumor_medium_upper_outer_surface,1.6450,1.1946,6.0879
stage6_tumor_medium_upper_outer_surface,1.6500,1.0767,5.9776
stage6_tumor_medium_upper_outer_surface,1.6550,0.92013,5.5886
stage6_tumor_medium_upper_outer_surface,1.6600,0.74096,5.0075
stage6_tumor_medium_upper_outer_surface,1.6650,0.58802,4.3315
stage6_tumor_medium_upper_outer_surface,1.6700,0.51914,3.6727
stage6_tumor_medium_upper_outer_surface,1.6750,0.46556,3.1875
stage6_tumor_medium_upper_outer_surface,1.6800,0.40782,3.0224
stage6_tumor_medium_upper_outer_surface,1.6850,0.35617,3.2563
stage6_tumor_medium_upper_outer_surface,1.6900,0.33884,3.8597
stage6_tumor_medium_upper_outer_surface,1.6950,0.3799,4.7146
stage6_tumor_medium_upper_outer_surface,1.7000,0.50716,5.6773
stage6_tumor_medium_upper_outer_surface,1.7050,0.73279,6.6497
stage6_tumor_medium_upper_outer_surface,1.7100,1.0123,7.5628
stage6_tumor_medium_upper_outer_surface,1.7150,1.3035,8.3687
stage6_tumor_medium_upper_outer_surface,1.7200,1.5727,9.0482
stage6_tumor_medium_upper_outer_surface,1.7250,1.7882,9.6276
stage6_tumor_medium_upper_outer_surface,1.7300,1.933,10.055
stage6_tumor_medium_upper_outer_surface,1.7350,1.9988,10.313
stage6_tumor_medium_upper_outer_surface,1.7400,1.9789,10.276
stage6_tumor_medium_upper_outer_surface,1.7450,1.8697,9.8298
stage6_tumor_medium_upper_outer_surface,1.7500,1.6719,8.8787
stage6_tumor_medium_upper_outer_surface,1.7550,1.3889,7.3757
stage6_tumor_medium_upper_outer_surface,1.7600,1.028,5.3553
stage6_tumor_medium_upper_outer_surface,1.7650,0.60307,2.9312
stage6_tumor_medium_upper_outer_surface,1.7700,0.14819,0.38067
stage6_tumor_medium_upper_outer_surface,1.7750,0.43707,2.8822
stage6_tumor_medium_upper_outer_surface,1.7800,0.89667,5.9944
stage6_tumor_medium_upper_outer_surface,1.7850,1.3921,9.0526
stage6_tumor_medium_upper_outer_surface,1.7900,1.8719,11.931
stage6_tumor_medium_upper_outer_surface,1.7950,2.3212,14.533
stage6_tumor_medium_upper_outer_surface,1.8000,2.725,16.779
stage6_tumor_medium_upper_outer_surface,1.8050,3.0674,18.641
stage6_tumor_medium_upper_outer_surface,1.8100,3.3357,20.147
stage6_tumor_medium_upper_outer_surface,1.8150,3.5205,21.334
stage6_tumor_medium_upper_outer_surface,1.8200,3.6176,22.231
stage6_tumor_medium_upper_outer_surface,1.8250,3.6315,22.907
stage6_tumor_medium_upper_outer_surface,1.8300,3.5796,23.493
stage6_tumor_medium_upper_outer_surface,1.8350,3.4921,24.142
stage6_tumor_medium_upper_outer_surface,1.8400,3.4097,24.964
stage6_tumor_medium_upper_outer_surface,1.8450,3.3746,26.011
stage6_tumor_medium_upper_outer_surface,1.8500,3.4435,27.303
stage6_tumor_medium_upper_outer_surface,1.8550,3.6046,28.757
stage6_tumor_medium_upper_outer_surface,1.8600,3.8391,30.145
stage6_tumor_medium_upper_outer_surface,1.8650,4.1597,31.438
stage6_tumor_medium_upper_outer_surface,1.8700,4.5209,32.643
stage6_tumor_medium_upper_outer_surface,1.8750,4.8879,33.781
stage6_tumor_medium_upper_outer_surface,1.8800,5.2325,34.85
stage6_tumor_medium_upper_outer_surface,1.8850,5.5279,35.776
stage6_tumor_medium_upper_outer_surface,1.8900,5.7508,36.443
stage6_tumor_medium_upper_outer_surface,1.8950,5.8851,36.749
stage6_tumor_medium_upper_outer_surface,1.9000,5.9228,36.648
stage6_tumor_medium_upper_outer_surface,1.9000,5.9228,36.648
stage6_tumor_medium_upper_outer_surface,1.9250,4.6578,31.837
stage6_tumor_medium_upper_outer_surface,1.9500,3.3431,27.051
stage6_tumor_medium_upper_outer_surface,1.9750,4.1835,28.796
stage6_tumor_medium_upper_outer_surface,2.0000,5.5507,35.868
stage6_tumor_medium_upper_outer_surface,2.0250,5.295,36.283
stage6_tumor_medium_upper_outer_surface,2.0500,4.1839,28.461
stage6_tumor_medium_upper_outer_surface,2.0750,3.4489,27.247
stage6_tumor_medium_upper_outer_surface,2.1000,4.4095,31.705
stage6_tumor_medium_upper_outer_surface,2.1250,5.8219,36.481
stage6_tumor_medium_upper_outer_surface,2.1500,5.1891,34.124
stage6_tumor_medium_upper_outer_surface,2.1750,3.41,27.346
stage6_tumor_medium_upper_outer_surface,2.2000,3.7088,27.436
